,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRP_formatted
6959,Pontiac,Montana,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Passenger Minivan,23,16,210,26040,"$26,040"
6960,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Passenger Minivan,23,16,210,24520,"$24,520"
6961,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Passenger Minivan,23,16,210,27890,"$27,890"
6962,Pontiac,Montana,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Passenger Minivan,23,16,210,30420,"$30,420"
6963,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Unknown,Midsize,Passenger Minivan,21,15,210,27700,"$27,700"
6964,Chevrolet,Monte Carlo,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,29,19,1385,22280,"$22,280"
6965,Chevrolet,Monte Carlo,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,28,18,1385,24690,"$24,690"
6966,Chevrolet,Monte Carlo,2005,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,17,1385,28355,"$28,355"
6967,Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,26,18,1385,24930,"$24,930"
6968,Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Coupe,29,19,1385,20830,"$20,830"
6969,Chevrolet,Monte Carlo,2006,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,26,16,1385,26330,"$26,330"
6970,Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Coupe,29,19,1385,20330,"$20,330"
6971,Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,26,18,1385,23430,"$23,430"
6972,Chevrolet,Monte Carlo,2007,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,24,16,1385,27740,"$27,740"
6973,Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Coupe,29,19,1385,22625,"$22,625"
6974,Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Coupe,29,19,1385,21015,"$21,015"
6975,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,20,15,436,27607,"$27,607"
6976,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,19,15,436,27777,"$27,777"
6977,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,14,436,29627,"$29,627"
6978,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,21,16,436,22777,"$22,777"
6979,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,14,436,32887,"$32,887"
6980,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,20,15,436,31317,"$31,317"
6981,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,19,15,436,25087,"$25,087"
6982,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,21,16,436,25637,"$25,637"
6983,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,19,15,436,27777,"$27,777"
6984,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,19,15,436,25217,"$25,217"
6985,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,20,15,436,27607,"$27,607"
6986,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,21,16,436,22907,"$22,907"
6987,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,14,436,32887,"$32,887"
6988,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,14,436,29627,"$29,627"
6989,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,21,16,436,25637,"$25,637"
6990,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,20,15,436,31317,"$31,317"
6991,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,19,15,436,26199,"$26,199"
6992,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,14,436,25999,"$25,999"
6993,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,14,436,28199,"$28,199"
6994,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,4dr SUV,19,15,436,23999,"$23,999"
6995,Mitsubishi,Montero,2004,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,18,13,436,34999,"$34,999"
6996,Mitsubishi,Montero,2005,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,13,436,35799,"$35,799"
6997,Mitsubishi,Montero,2006,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Midsize,4dr SUV,17,13,436,36159,"$36,159"
6998,McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,22,15,416,229000,"$229,000"
6999,McLaren,MP4-12C,2013,premium unleaded (required),616.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,22,15,416,239400,"$239,400"
7000,Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,28460,"$28,460"
7001,Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,23490,"$23,490"
7002,Mazda,MPV,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,28515,"$28,515"
7003,Mazda,MPV,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,22115,"$22,115"
7004,Mazda,MPV,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,22950,"$22,950"
7005,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,28515,"$28,515"
7006,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,22950,"$22,950"
7007,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Passenger Minivan,23,16,586,22115,"$22,115"
7008,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,30,22,2031,25645,"$25,645"
7009,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,29,23,2031,24645,"$24,645"
7010,Toyota,MR2 Spyder,2004,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,30,23,2031,25895,"$25,895"
7011,Toyota,MR2 Spyder,2004,regular unleaded,138.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,29,23,2031,24895,"$24,895"
7012,Toyota,MR2 Spyder,2005,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,30,23,2031,26145,"$26,145"
7013,Toyota,MR2 Spyder,2005,regular unleaded,138.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,29,23,2031,25145,"$25,145"
7014,Toyota,MR2,1993,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2031,2000,"$2,000"
7015,Toyota,MR2,1993,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,18,2031,2078,"$2,078"
7016,Toyota,MR2,1994,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,18,2031,2254,"$2,254"
7017,Toyota,MR2,1994,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2031,2000,"$2,000"
7018,Toyota,MR2,1995,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2031,2038,"$2,038"
7019,Toyota,MR2,1995,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,18,2031,2462,"$2,462"
7020,Bentley,Mulsanne,2014,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,18,11,520,298900,"$298,900"
7021,Bentley,Mulsanne,2015,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,18,11,520,303700,"$303,700"
7022,Bentley,Mulsanne,2016,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,18,11,520,303700,"$303,700"
7023,Bentley,Mulsanne,2016,premium unleaded (required),530.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,18,11,520,335600,"$335,600"
7024,Nissan,Murano CrossCabriolet,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Crossover,Midsize,Convertible SUV,22,17,2009,44540,"$44,540"
7025,Nissan,Murano CrossCabriolet,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Crossover,Midsize,Convertible SUV,22,17,2009,44540,"$44,540"
7026,Nissan,Murano CrossCabriolet,2014,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Crossover,Midsize,Convertible SUV,22,17,2009,41995,"$41,995"
7027,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,39000,"$39,000"
7028,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,38550,"$38,550"
7029,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,40600,"$40,600"
7030,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,36950,"$36,950"
7031,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,34220,"$34,220"
7032,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,29560,"$29,560"
7033,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,32620,"$32,620"
7034,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,31160,"$31,160"
7035,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,34400,"$34,400"
7036,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,39180,"$39,180"
7037,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,30,26,2009,41730,"$41,730"
7038,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,32800,"$32,800"
7039,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,38730,"$38,730"
7040,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,29740,"$29,740"
7041,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,40780,"$40,780"
7042,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,31340,"$31,340"
7043,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,31,28,2009,42180,"$42,180"
7044,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,37130,"$37,130"
7045,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,31,28,2009,40130,"$40,130"
7046,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,30,26,2009,43780,"$43,780"
7047,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,29740,"$29,740"
7048,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,31340,"$31,340"
7049,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,37130,"$37,130"
7050,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,38730,"$38,730"
7051,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,34400,"$34,400"
7052,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,32800,"$32,800"
7053,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,40780,"$40,780"
7054,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,39180,"$39,180"
7055,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,13,8,1158,336400,"$336,400"
7056,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,13,8,1158,369200,"$369,200"
7057,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,14,9,1158,345400,"$345,400"
7058,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,14,9,1158,378200,"$378,200"
7059,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,13,8,1158,382400,"$382,400"
7060,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,13,8,1158,354000,"$354,000"
7061,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,14,9,1158,364000,"$364,000"
7062,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,14,9,1158,392400,"$392,400"
7063,Lamborghini,Murcielago,2010,premium unleaded (required),670.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,14,9,1158,450000,"$450,000"
7064,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,3550,"$3,550"
7065,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,24,16,5657,3206,"$3,206"
7066,Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,24,16,5657,3654,"$3,654"
7067,Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,4059,"$4,059"
7068,Ford,Mustang SVT Cobra,1999,regular unleaded,320.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,22,15,5657,4584,"$4,584"
7069,Ford,Mustang SVT Cobra,1999,regular unleaded,320.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,22,15,5657,5193,"$5,193"
7070,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Convertible,25,15,5657,41800,"$41,800"
7071,Ford,Mustang,2015,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,28,17,5657,29300,"$29,300"
7072,Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Convertible,31,22,5657,34800,"$34,800"
7073,Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,31,22,5657,25300,"$25,300"
7074,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,25,15,5657,46170,"$46,170"
7075,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,25,15,5657,32300,"$32,300"
7076,Ford,Mustang,2015,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,28,17,5657,23800,"$23,800"
7077,Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,31,22,5657,29300,"$29,300"
7078,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,25,15,5657,36300,"$36,300"
7079,Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,36395,"$36,395"
7080,Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,32395,"$32,395"
7081,Ford,Mustang,2016,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,28,17,5657,24145,"$24,145"
7082,Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,29,20,5657,35145,"$35,145"
7083,Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,31,22,5657,29645,"$29,645"
7084,Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,25,15,5657,41895,"$41,895"
7085,Ford,Mustang,2016,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,28,17,5657,29645,"$29,645"
7086,Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,31,22,5657,25645,"$25,645"
7087,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,30,21,5657,25645,"$25,645"
7088,Ford,Mustang,2017,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Midsize,Coupe,27,18,5657,24645,"$24,645"
7089,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,30,21,5657,29645,"$29,645"
7090,Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,23,14,5657,42145,"$42,145"
7091,Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,36645,"$36,645"
7092,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,27,21,5657,35145,"$35,145"
7093,Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,32645,"$32,645"
7094,Mazda,MX-3,1993,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,20,586,2000,"$2,000"
7095,Mazda,MX-3,1993,regular unleaded,88.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,24,586,2000,"$2,000"
7096,Mazda,MX-3,1993,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,20,586,2000,"$2,000"
7097,Mazda,MX-3,1994,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,20,586,2000,"$2,000"
7098,Mazda,MX-3,1994,regular unleaded,88.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,586,2000,"$2,000"
7099,Mazda,MX-3,1995,regular unleaded,88.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,586,2000,"$2,000"
7100,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27505,"$27,505"
7101,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,30550,"$30,550"
7102,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,29265,"$29,265"
7103,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,26905,"$26,905"
7104,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,28665,"$28,665"
7105,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,25980,"$25,980"
7106,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27550,"$27,550"
7107,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,22,586,23720,"$23,720"
7108,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,28650,"$28,650"
7109,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,29450,"$29,450"
7110,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,28650,"$28,650"
7111,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27550,"$27,550"
7112,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,29265,"$29,265"
7113,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,22,586,23970,"$23,970"
7114,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,29450,"$29,450"
7115,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,30550,"$30,550"
7116,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27505,"$27,505"
